Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
337	NCT04351789	Impact of a Minimal Psychoeducational Intervention on Anxiety Among Hospitalized COVID-19 Patients in Denmark	PISCA	Not yet recruiting	No Results Available	COVID-19|Mental Health|Psychoeducation|Anxiety	Other: Psychoeducational intervention	Anxiety 1 month|Anxiety 3 months|Depression 3 months|Post Traumatic Stress Disorder (PTSD) symptoms 3 months|Anxiety 12 months|Post Traumatic Stress Disorder (PTSD) symptoms 12 months|Depression 12 months	Copenhagen University Hospital, Hvidovre	All	18 Years and older   (Adult, Older Adult)	Not Applicable	66	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention	PISCA Study	April 2020	April 2023	April 2023	April 17, 2020		April 17, 2020			https://ClinicalTrials.gov/show/NCT04351789
338	NCT04324021	Efficacy and Safety of Emapalumab and Anakinra in Reducing Hyperinflammation and Respiratory Distress in Patients With COVID-19 Infection.		Recruiting	No Results Available	SARS-CoV-2	Biological: Emapalumab|Biological: Anakinra	Treatment success|Time to mechanical ventilation|Change from baseline in Modified Early Warning system score|Change from baseline in resting peripheral capillary oxygen saturation (SpO2)|Change from baseline in partial pressure of oxygen/fraction of inspired oxygen (PaO2/FiO2)|Change of pH in hemogasanalysis from baseline|Change of carbon dioxide tension (pCO2) in hemogasanalysis from baseline|Change of oxygen tension (pO2) in hemogasanalysis from baseline|Change of potassium in hemogasanalysis from baseline|Change of sodium in hemogasanalysis from baseline|Change of chloride in hemogasanalysis from baseline|Change of lactic acid in hemogasanalysis from baseline|Change of hemoglobin in hemogasanalysis from baseline|Change from baseline in oxygen supplementation|Change of findings of high-resolution computed tomography (CT) scan of the chest|Change from baseline in Ferritin|Change from baseline in lactate dehydrogenase (LDH)|Change from baseline in D-dimers|Change from baseline in White Blood Cells with differential counts|Change from baseline in Red Blood Counts|Change from baseline in Hemoglobin|Change from baseline in Platelet count|Change from baseline in Fibrinogen|Change from baseline in Complement factors C3/C4|Change from baseline in Prothrombin time|Change from baseline in Cardiac troponin|Change from baseline in aspartate aminotransferase (AST)|Change from baseline in alanine aminotransferase (ALT)|Change from baseline in total bilirubin levels|Change from baseline in C-Reactive Protein|Change from baseline in Creatinine|Overall survival|Time to hospital discharge	Swedish Orphan Biovitrum	All	30 Years to 79 Years   (Adult, Older Adult)	Phase 2|Phase 3	54	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Sobi.IMMUNO-101|2020-001167-93	April 2, 2020	July 2020	September 2020	March 27, 2020		April 9, 2020	ASST Spedali Civili di Brescia Dipartimento di Reumatologia e Immunologia Clinica, Brescia, Italy|Ospedale Maggiore Policlinico, Dipartimento di Anestesia-Rianimazione e Medicina di Urgenza, Milano, Italy|Azienda Ospedaliero-Universitaria di Parma, Dipartimento di Malattie infettive ed epatologia, Parma, Italy|Ospedale Lazzaro Spallanzani, Dipartimento di Malattie Infettive ad alta Intensità di cura ed altamente contagiose,Ospedale Lazzaro Spallanzani, Roma, Italy		https://ClinicalTrials.gov/show/NCT04324021
339	NCT04344600	Peginterferon Lambda-1a for the Prevention and Treatment of SARS-CoV-2 Infection	PROTECT	Not yet recruiting	No Results Available	Sars-CoV2	Drug: Peginterferon lambda alfa-1a subcutaneous injection|Other: Saline	Proportion of participants with no evidence of SARS-CoV-2 infection|Time (days) to no detection of SARS-CoV-2 in two upper respiratory samples	Johns Hopkins University|Eiger BioPharmaceuticals	All	18 Years to 80 Years   (Adult, Older Adult)	Phase 2	164	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention	IRB00248163	April 2020	December 2020	June 2021	April 14, 2020		April 14, 2020	Johns Hopkins Hospital, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT04344600
340	NCT04319445	Mindfulness During COVID-19		Recruiting	No Results Available	Migraine Disorders|Stress|Anxiety	Behavioral: Mindfulness session(s)	Helpfulness of the session|Platform effectiveness|Change in Anxiety Level|Change in Stress Level|Value of the session|Satisfaction with the session|Percentage of participants that showed interest in a future session|Percentage of participants that would recommend this session to a family member|Percentage of participants by session frequency preference	Wake Forest University Health Sciences	All	Child, Adult, Older Adult	Not Applicable	200	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	IRB00064587	March 22, 2020	December 2020	December 2020	March 24, 2020		April 8, 2020	Wake Forest Health Sciences, Winston-Salem, North Carolina, United States		https://ClinicalTrials.gov/show/NCT04319445
341	NCT04339998	Assessment of Exam Findings in Coronavirus Disease 2019 (COVID-19) With Point-of-Care Ultrasonography (POCUS)		Not yet recruiting	No Results Available	Coronavirus Infection|COVID|Covid-19|SARS-CoV-2	Diagnostic Test: Point-of-Care Ultrasonography (POCUS)	POCUS Score - Lungs|POCUS Score - Heart	University of Minnesota	All	18 Years and older   (Adult, Older Adult)		500	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	STUDY00009429	April 15, 2020	October 2020	October 2020	April 9, 2020		April 9, 2020	University of Minnesota Medical Center (UMMC), Minneapolis, Minnesota, United States|M Health Fairview Bethesda Hospital, Saint Paul, Minnesota, United States		https://ClinicalTrials.gov/show/NCT04339998
342	NCT04323761	Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19)		Available	No Results Available	SARS-CoV2 Infection	Drug: Remdesivir		Gilead Sciences	All	12 Years and older   (Child, Adult, Older Adult)			Industry	Expanded Access:Treatment IND/Protocol		GS-US-540-5821|2020-001453-49				March 27, 2020		April 15, 2020	Community Medical Centers, Fresno, California, United States|MemorialCare Medical Group Long Beach, Long Beach, California, United States|Huntington Hospital, Pasadena, California, United States|California Pacific Medical Center, San Francisco, California, United States|Regional Medical Center, San Jose, California, United States|San Mateo County Medical Center Foundation, San Mateo, California, United States|PIH Health Whittier Hospital, Whittier, California, United States|Lawnwood Regional Medical Center, Fort Pierce, Florida, United States|Memorial Healthcare System, Hollywood, Florida, United States|Sarasota Memorial Hospital Clinical Research Center, Sarasota, Florida, United States|Piedmont Fayette Hospital, Fayetteville, Georgia, United States|Touro Infirmary, New Orleans, Louisiana, United States|Ochsner Medical Center, New Orleans, Louisiana, United States|Slidell Memorial Hospital, Slidell, Louisiana, United States|St. Joseph Mercy Hospital Health System, Ann Arbor, Michigan, United States|Bronson Methodist Hospital, Kalamazoo, Michigan, United States|Hackensack Meridian Health - JFK Medical Center, Edison, New Jersey, United States|Hunterdon Medical Center, Flemington, New Jersey, United States|CentraState Medical Center, Freehold, New Jersey, United States|Monmouth Medical Center, Long Branch, New Jersey, United States|St. Michael's Medical Center, Newark, New Jersey, United States|The Valley Hospital, Ridgewood, New Jersey, United States|Holy Name Medical Center, Teaneck, New Jersey, United States|Virtua Voorhees, Voorhees, New Jersey, United States|Maimonides Medical Center, Brooklyn, New York, United States|New York Presbyterian Hospital, Flushing, New York, United States|Mount Sinai South Nassau, Oceanside, New York, United States|St. Francis Hospital, Roslyn, New York, United States|Ellis Hospital, Schenectady, New York, United States|Einstein Medical Center Philadelphia, Philadelphia, Pennsylvania, United States|Texas Health Presbyterian Hospital Dallas, Dallas, Texas, United States|Hôpitaux Civils de Colmar, Colmar, France|Centre Hospitalier Sud Francilien, Corbeil Essonnes, France|Hôpital Raymond Poincaré, Garches, France|Centre Hospitalier Universitaire de Poitiers, Poitiers, France|Universitatsklinikum Regensburg, Regensburg, Germany|Klinikum Würzburg Mitte, Würzburg, Germany|Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona, Ancona, Italy|Azienda Ospedaliero Universitaria, Bologna, Italy|Azienda Ospedaliero-Universitaria Pisana, Pisa, Italy|Hospital Universitario Son Espases, Palma de Mallorca, Spain|Hospital Universitario Miguel Servet, Zaragoza, Spain|University Hospital Basel, Basel, Switzerland|Centre Hospitalier Universitaire Vaudois Lausanne, Lausanne, Switzerland|University Hospital of Wales, Cardiff and Vale NHS Trust, Cardiff, United Kingdom|Southampton University Hospital, Southampton, United Kingdom		https://ClinicalTrials.gov/show/NCT04323761
343	NCT04350450	Hydroxychloroquine Treatment of Healthcare Workers With COVID19 Illness at Montefiore		Not yet recruiting	No Results Available	COVID|Coronavirus|COVID-19	Drug: Hydroxychloroquine	Time to resolution of symptoms|Number of days from onset of illness to symptom resolution|Number of days to return to work|Rate of hospital admission in treated and untreated healthcare workers|Adverse effect of HCQ during treatment	Montefiore Medical Center	All	18 Years to 99 Years   (Adult, Older Adult)	Phase 2	100	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2020-11445	April 2020	August 2020	August 2020	April 17, 2020		April 17, 2020	Montefiore Medical Center, Bronx, New York, United States		https://ClinicalTrials.gov/show/NCT04350450
344	NCT04319731	A Pilot Study of Human Amniotic Fluid for COVID19 Associated Respiratory Failure		Recruiting	No Results Available	SARS CoV-2 Infection	Biological: Human Amniotic Fluid	Ventilator Free Days|Duration of supplemental oxygen use|All cause mortality|Systemic inflammation	University of Utah	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	10	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	131618	March 20, 2020	March 20, 2021	March 20, 2021	March 24, 2020		April 17, 2020	University of Utah Health, Salt Lake City, Utah, United States		https://ClinicalTrials.gov/show/NCT04319731
345	NCT04334967	Hydroxychloroquine in Patients With Newly Diagnosed COVID-19 Compared to Standard of Care		Enrolling by invitation	No Results Available	COVID-19|Corona Virus Infection|SARS-CoV-2|2019-nCoV|2019 Novel Coronavirus	Drug: Hydroxychloroquine|Dietary Supplement: Vitamin C	Total Hospitalization|Total Mechanical Ventilation|Fever intensity measure|Shortness of breath measure|Changes in daytime cough measure|Changes in nighttime cough measure|Total mortality	Providence Health & Services|Center for Outcomes Research and Education|Providence Cancer Center, Earle A. Chiles Research Institute	All	45 Years and older   (Adult, Older Adult)	Phase 4	1250	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	2020000186	March 30, 2020	September 30, 2021	September 30, 2023	April 6, 2020		April 6, 2020	Portland Providence Medical Center, Portland, Oregon, United States		https://ClinicalTrials.gov/show/NCT04334967
346	NCT04321928	Personalized Health Education Against the Health Damage of Novel Coronavirus (COVID-19) Outbreak in Hungary	PROACTIVE-19	Not yet recruiting	No Results Available	SARS-CoV-2|Coronavirus|COVID-19|2019-nCoV|2019nCoV	Behavioral: Personalized health education|Behavioral: General health education	Primary composite rate of intensive care unit (ICU) admission, 48 hours of hospital admission, death in COVID-19 positive cases|The number of general practitioner visits|The number of emergency, hospital admission and intensive care admission|Length of hospitalization and intensive care unit stay|Organ dysfunction|Lifestyle changes|The cost of care	University of Pecs	All	60 Years and older   (Adult, Older Adult)	Not Applicable	7576	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention	IV/2428- 2 /2020/EKU	April 1, 2020	April 21, 2021	August 21, 2021	March 25, 2020		March 27, 2020			https://ClinicalTrials.gov/show/NCT04321928
347	NCT04342884	COVID-19 Community Research Partnership		Not yet recruiting	No Results Available	Coronavirus|COVID		Seroprevalence of SARS-CoV-2 infection in the general population of North Carolina|Seroprevalence of SARS-CoV-2 infection among health care workers of North Carolina|Cumulative incidence of SARS-CoV-2 infection|Monthly incidence of SARS-CoV-2 infection|Stratified incidence of SARS-CoV-2 infection by age group|Stratified incidence of SARS-CoV-2 infection by sex|Stratified incidence of SARS-CoV-2 by season|Stratified incidence of SARS-CoV-2 infection by geographic area (zip code)|Stratified incidence of SARS-CoV-2 infection by preexisting comorbidities|Stratified incidence of SARS-CoV-2 infection by COVID-2 contacts|Stratified incidence of SARS-CoV-2 infection by use of personal protective equipment (PPE) by health workers|Relative risk of SARS-CoV-2 infection by age group|Relative risk of SARS-CoV-2 infection by sex|Relative risk of SARS-CoV-2 infection by season|Relative risk of SARS-CoV-2 infection by geographic area (zip code)|Relative risk of SARS-CoV-2 infection by preexisting comorbidities|Relative risk of SARS-CoV-2 infection by COVID-2 contacts|Relative risk of SARS-CoV-2 infection by use of PPE by health workers|Incidence of sequelae	Wake Forest University Health Sciences	All	Child, Adult, Older Adult		150000	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	IRB00064912	April 2020	December 2021	December 2021	April 13, 2020		April 13, 2020	Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, United States		https://ClinicalTrials.gov/show/NCT04342884
348	NCT04347694	Study to Determine the Immunization Status Among Nephrological Health Care Personnel Against SARS-CoV-2 in a Single Center Over the Course of 12 Months	CONEC	Not yet recruiting	No Results Available	SARS-CoV 2|Immunization; Infection		Status of Immunization	Medical University of Vienna	All	18 Years to 100 Years   (Adult, Older Adult)		400	Other	Observational	Observational Model: Other|Time Perspective: Prospective	1375/2020	April 11, 2020	April 11, 2021	April 11, 2021	April 15, 2020		April 15, 2020			https://ClinicalTrials.gov/show/NCT04347694
349	NCT04341766	Evolution of Pulmonary Ultrasound in Patients Hospitalized for Covid (Coronavirus Disease) 19		Recruiting	No Results Available	Pneumonia, Viral|COVID-19	Other: No special intervention	Characteristics of pulmonary ultrasound for Covid-19 patients|Charateristics of pulmonary CT-scan for Covid-19 patients	Centre Hospitalier Intercommunal Creteil	All	18 Years to 105 Years   (Adult, Older Adult)		200	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	COVID-ECHO	March 31, 2020	May 1, 2020	September 30, 2020	April 10, 2020		April 10, 2020	CHG de Chambery, Chambéry, France|Centre Hospitalier Intercommunal de Créteil, Créteil, France|CHU de Limoges, Limoges, France|APHM - Hopital Nord, Marseille, France|CHU de Nancy, Nancy, France|Hopital privé de la Loire, Saint-Étienne, France|CHU de Tours, Tours, France		https://ClinicalTrials.gov/show/NCT04341766
350	NCT04336215	Rutgers COVID-19 Cohort Study		Recruiting	No Results Available	Coronavirus|SARS-CoV-2	Other: Non-Interventional	Prevalence|Incidence	Rutgers, The State University of New Jersey	All	20 Years and older   (Adult, Older Adult)		750	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	2020000679	April 7, 2020	September 1, 2020	October 21, 2021	April 7, 2020		April 15, 2020	Clinical Research Center Rutgers-Robert Wood Johnson Medical School RWJUH East Tower -, New Brunswick, New Jersey, United States|Robert Wood Johnson University Hospital, New Brunswick, New Jersey, United States|Clinical Research Unit Rutgers New Jersey Medical School, Newark, New Jersey, United States|Rutgers School of Dental Medicine, Newark, New Jersey, United States|University Hospital, Newark, New Jersey, United States|Environmental and Occupational Health Sciences Institute, Piscataway, New Jersey, United States|RUCDR Infinite Biologics, Piscataway, New Jersey, United States		https://ClinicalTrials.gov/show/NCT04336215
351	NCT04349982	ICU Trial in Critical Ill COVID‐19 Patients	POINT-C	Recruiting	No Results Available	Risk Factor, Cardiovascular|Covid19|Critical Illness|Course Illness	Diagnostic Test: Biomarker (TropT, Myoglobin, CK, CK-MB, LDH, D-dimer, CRP, PCT)	ICU CV risk and Biomarker (e.g. Troponin)|CV risk and Outcome during ICU stay	Medical University of Graz	All	18 Years and older   (Adult, Older Adult)		50	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	250320	April 8, 2020	June 30, 2020	July 31, 2020	April 16, 2020		April 16, 2020	Medical University of Graz, Graz, Styria, Austria		https://ClinicalTrials.gov/show/NCT04349982
352	NCT04298060	DAS181 for Patients With Severe Hospitalized Flu and SAD-RVs (COVID-19)	STOP-Flu	Not yet recruiting	No Results Available	Influenza Infection|SAD-RV Infection and COVID-19	Drug: DAS181|Drug: Placebo	Percent of subjects who have returned to room air|Percent change of subjects return to baseline oxygen requirement	Ansun Biopharma, Inc.	All	18 Years and older   (Adult, Older Adult)	Phase 2	280	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	DAS181-2-07	April 2020	March 2021	September 2022	March 6, 2020		April 2, 2020	Ruijin Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China		https://ClinicalTrials.gov/show/NCT04298060
353	NCT04270383	Clinical Characteristics and Long-term Prognosis of 2019-nCoV Infection in Children		Not yet recruiting	No Results Available	2019-nCoV		The cure rate of 2019-nCoV.|The improvement rate of 2019-nCoV.|The incidence of long-term adverse outcomes.|Duration of fever|Duration of respiratory symptoms|Duration of hospitalization|Number of participant(s) need intensive care|Number of participant(s) with acute respiratory distress syndrome|Number of participant(s) with extra-pulmonary complications, including shock, renal failure, multiple organ failure, hemophagocytosis syndrome, et al.|Number of participant(s) who died during the trial	Beijing Children's Hospital|Capital Institute of Pediatrics, China|The First Affiliated Hospital of Anhui Medical University|China-Japan Friendship Hospital|The First Affiliated Hospital of Xiamen University|Guangzhou Women and Children's Medical Center|Shenzhen Children's Hospital|First Affiliated Hospital of Guangxi Medical University|The Affiliated Hospital Of Guizhou Medical University|Hainan People's Hospital|Children's Hospital of Hebei Province|Wuhan Women and Children's Medical Center|Changchun Children's Hospital|Children’s Hospital of Nanjing Medical University|Jiangxi Province Children's Hospital|Shengjing Hospital|Shanxi Provincial Maternity and Children's Hospital|Xian Children's Hospital|Children's Hospital of Chongqing Medical University|Tianjin Children's Hospital|Tianjin Medical University Second Hospital|Kunming Children's Hospital|Second Affiliated Hospital of Wenzhou Medical University	All	up to 18 Years   (Child, Adult)		500	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	BCH Lung 012	February 15, 2020	December 31, 2020	December 31, 2020	February 17, 2020		February 17, 2020	Beijing Children's Hospital,, Beijing, China		https://ClinicalTrials.gov/show/NCT04270383
354	NCT04348864	COVID-19 Antibody Self-testing Using Virtual Point-of-care		Recruiting	No Results Available	Communicable Disease|COVID-19|Sars-CoV2|Infectious Disease|Coronavirus|Virus Diseases	Diagnostic Test: COVID-19 IgM/IgG Rapid Testing, mobile device image capture and telemedicine support|Other: Telemedicine	Clinical accuracy of the antibody-based rapid tests compared to PCR-based test result|Clinical accuracy of the rapid tests based on Clinical diagnosis|Self-test interpretation of result vs expert clinical image interpretation of result|Ease of self-testing procedure	Neuroganics LLC	All	18 Years to 99 Years   (Adult, Older Adult)	Not Applicable	100	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	2020/03/18	April 2020	April 2021	April 2021	April 16, 2020		April 16, 2020	Neuroganics, Northglenn, Colorado, United States		https://ClinicalTrials.gov/show/NCT04348864
355	NCT04334954	SARS-COV2 Pandemic Serosurvey and Blood Sampling		Recruiting	No Results Available	SARS-COV2 Virus		Number of people with detectable antibodies to SARS-COV2	National Institute of Allergy and Infectious Diseases (NIAID)|National Institutes of Health Clinical Center (CC)	All	18 Years and older   (Adult, Older Adult)		1000	NIH	Observational	Observational Model: Case-Only|Time Perspective: Cross-Sectional	200083|20-I-0083	April 22, 2020	March 31, 2022	March 31, 2022	April 6, 2020		April 17, 2020	National Institutes of Health Clinical Center, Bethesda, Maryland, United States		https://ClinicalTrials.gov/show/NCT04334954
356	NCT04332991	Outcomes Related to COVID-19 Treated With Hydroxychloroquine Among In-patients With Symptomatic Disease	ORCHID	Recruiting	No Results Available	Coronavirus|Acute Respiratory Infection|SARS-CoV Infection	Drug: Hydroxychloroquine|Drug: Placebo	COVID Ordinal Outcomes Scale on Day 15|all-location, all-cause mortality assessed on day 15|all-location, all-cause mortality assessed on day 29|COVID Ordinal Outcomes Scale on Study Day 3|COVID Ordinal Outcomes Scale on Study Day 8|COVID Ordinal Outcomes Scale on Study Day 29|Number of patients dead or with receipt of ECMO between enrollment and Day 28|Oxygen-free days through Day 28|Ventilator-free days through Day 28|Vasopressor-free days through Day 28|ICU-free days to Day 28|Hospital-free days to Day 28	Massachusetts General Hospital|National Heart, Lung, and Blood Institute (NHLBI)	All	18 Years and older   (Adult, Older Adult)	Phase 3	510	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	PETAL 05 Orchid	April 2, 2020	April 2021	July 2021	April 3, 2020		April 7, 2020	University of Arizona, Tucson, Arizona, United States|UCSF Fresno, Fresno, California, United States|Cedars-Sinai Medical Center, Los Angeles, California, United States|Ronald Reagan UCLA Medical Center, Los Angeles, California, United States|UC Davis Medical Center, Sacramento, California, United States|UCSF Medical Center, San Francisco, California, United States|Stanford University, Stanford, California, United States|Medical Center of Aurora, Aurora, Colorado, United States|University of Colorado Hospital, Aurora, Colorado, United States|Denver Health Medical Center, Denver, Colorado, United States|St. Joseph Hospital, Denver, Colorado, United States|University of Florida, Gainesville, Florida, United States|University of Kentucky, Lexington, Kentucky, United States|University Medical Center, New Orleans, Louisiana, United States|Maine Medical Center, Portland, Maine, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Baystate Medical Center, Springfield, Massachusetts, United States|St. Vincent's Hospital, Worcester, Massachusetts, United States|University of Michigan Medical Center, Ann Arbor, Michigan, United States|Henry Ford Medical Center, Detroit, Michigan, United States|Hennepin County Medical Center, Minneapolis, Minnesota, United States|University of Mississippi Medical Center, Jackson, Mississippi, United States|Montefiore Medical Center-Weiler, Bronx, New York, United States|Montefiore Medical Center-Moses, Bronx, New York, United States|Mt. Sinai Hospital, New York, New York, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, United States|University of Cincinnati Medical Center, Cincinnati, Ohio, United States|Cleveland Clinic Foundation, Cleveland, Ohio, United States|Ohio State University Wexner Medical Center, Columbus, Ohio, United States|Oregon Health and Science University, Portland, Oregon, United States|Penn State Hershey Medical Center, Hershey, Pennsylvania, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States|UPMC Presbyterian/Mercy/Shadyside, Pittsburgh, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|University of Texas Health Science Center, Houston, Texas, United States|Intermountain Medical Center, Murray, Utah, United States|University of Utah Hospital, Salt Lake City, Utah, United States|University of Virginia Health System, Charlottesville, Virginia, United States|VCU Medical Center, Richmond, Virginia, United States|Harborview Medical Center, Seattle, Washington, United States|Swedish Hospital First Hill, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT04332991
357	NCT04340050	COVID-19 Convalescent Plasma		Recruiting	No Results Available	Coronavirus	Biological: anti-SARS-CoV-2 convalescent plasma	Feasibility of performing study pathway consisting of consenting convalescent donors, harvesting convalescent plasma, application for FDA eIND and administering convalescent plasma to the patients|Type of respiratory support|Cardiac arrest|Transfer to ICU|ICU mortality|ICU length of stay|Hospital mortality|Hospital length of stay|Ventilator-free days|Overall survival (28-day mortality)	University of Chicago	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	10	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IRB20-0523	April 10, 2020	December 31, 2020	December 31, 2021	April 9, 2020		April 14, 2020	University of Chicago Medicine, Chicago, Illinois, United States		https://ClinicalTrials.gov/show/NCT04340050
358	NCT04320511	Beaumont Quantitative Lung Function Imaging to Characterize Patients With SARS-COV 2		Not yet recruiting	No Results Available	SARS-COV2|Severe Acute Respiratory Syndrome|COVID-19	Device: CT-V	Predictive association between CT-V, PBM score and disease progression	William Beaumont Hospitals	All	18 Years and older   (Adult, Older Adult)		25	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	2020-087	April 2020	March 2021	March 2022	March 25, 2020		March 31, 2020	Beaumont Health, Royal Oak, Michigan, United States		https://ClinicalTrials.gov/show/NCT04320511
359	NCT04324528	Cytokine Adsorption in Severe COVID-19 Pneumonia Requiring Extracorporeal Membrane Oxygenation	CYCOV	Recruiting	No Results Available	Coronavirus|COVID-19|SARS-CoV Infection|Respiratory Failure|Cytokine Storm	Device: vv-ECMO + cytokine adsorption (Cytosorb adsorber)|Device: vv-ECMO only (no cytokine adsorption)	interleukin-6 (IL-6) level after 72 hours|30-day-survival|vasopressor dosage|fluid balance|lactate	Dr. Alexander Supady|University Hospital Freiburg	All	18 Years to 100 Years   (Adult, Older Adult)	Not Applicable	30	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CYCOV	March 27, 2020	September 26, 2020	November 26, 2020	March 27, 2020		March 31, 2020	University Clinic Freiburg, Freiburg, Germany		https://ClinicalTrials.gov/show/NCT04324528
360	NCT04336787	Physical Activity Level, Stress Level, Sleep Quality in Pregnant Women During Covid-19 Quarantine		Not yet recruiting	No Results Available	Covid-19|Coronavirus Infection|Pregnancy Related	Other: Survey	International Physical Activity Questionnaire|Pittsburgh Sleep Quality Index|Perceived Stress Scale|Numerical Pain Rating Scale	Istanbul Kültür University|Istanbul University-Cerrahpasa	Female	18 Years to 45 Years   (Adult)		100	Other	Observational	Observational Model: Ecologic or Community|Time Perspective: Prospective	FADP-2	April 12, 2020	May 10, 2020	June 10, 2020	April 7, 2020		April 13, 2020	Istanbul University - Cerrahpaşa, Istanbul, Turkey		https://ClinicalTrials.gov/show/NCT04336787
361	NCT04323878	Early CPAP in COVID Patients With Respiratory Failure. A Prospective Cohort Study.	EC-COVID-PCS	Not yet recruiting	No Results Available	Early CPAP Ventilation in COVID-19 Patients		Death or need of intubation|30-day mortality	Mario Negri Institute for Pharmacological Research	All	18 Years and older   (Adult, Older Adult)		3000	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	EC-COVID-PCS-Fenice	April 6, 2020	October 5, 2020	November 9, 2020	March 27, 2020		March 31, 2020			https://ClinicalTrials.gov/show/NCT04323878
362	NCT04343651	Study to Evaluate the Efficacy and Safety of Leronlimab for Mild to Moderate COVID-19		Recruiting	No Results Available	Coronavirus Disease 2019	Drug: Placebos|Drug: Leronlimab (700mg)	Clinical Improvement as assessed by change in total symptom score (for fever, myalgia, dyspnea and cough)|Time to clinical resolution (TTCR)|Change from baseline in National Early Warning Score 2 (NEWS2)|Change from baseline in pulse oxygen saturation (SpO2)|Change from baseline in the patient's health status on a 7-category ordinal scale|Incidence of hospitalization|Duration (days) of hospitalization|Incidence of mechanical ventilation supply|Duration (days) of mechanical ventilation supply|Incidence of oxygen use|Duration (days) of oxygen use|Mortality rate|Time to return to normal activity	CytoDyn, Inc.	All	18 Years to 99 Years   (Adult, Older Adult)	Phase 2	75	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	CD10_COVID-19	April 1, 2020	December 4, 2020	April 4, 2021	April 13, 2020		April 14, 2020	Montefiore Medical Center, Bronx, New York, United States		https://ClinicalTrials.gov/show/NCT04343651
