"Country","Date","Cases","Cases_daily","Deaths","Deaths_daily"
"Togo",2020-03-10,1,0,0,0
"Trinidad and Tobago",2020-03-10,0,0,0,0
"Tunisia",2020-03-10,5,3,0,0
"Turkey",2020-03-10,0,0,0,0
"Uganda",2020-03-10,0,0,0,0
"Ukraine",2020-03-10,1,0,0,0
"United Arab Emirates",2020-03-10,74,29,0,0
"United Kingdom",2020-03-10,382,61,6,2
"Uruguay",2020-03-10,0,0,0,0
"US",2020-03-10,959,376,28,6
"Uzbekistan",2020-03-10,0,0,0,0
"Venezuela",2020-03-10,0,0,0,0
"Vietnam",2020-03-10,31,1,0,0
"Zambia",2020-03-10,0,0,0,0
"Zimbabwe",2020-03-10,0,0,0,0
"Dominica",2020-03-10,0,0,0,0
"Grenada",2020-03-10,0,0,0,0
"Mozambique",2020-03-10,0,0,0,0
"Syria",2020-03-10,0,0,0,0
"Timor-Leste",2020-03-10,0,0,0,0
"Belize",2020-03-10,0,0,0,0
"Laos",2020-03-10,0,0,0,0
"Libya",2020-03-10,0,0,0,0
"West Bank and Gaza",2020-03-10,26,7,0,0
"Guinea-Bissau",2020-03-10,0,0,0,0
"Mali",2020-03-10,0,0,0,0
"Saint Kitts and Nevis",2020-03-10,0,0,0,0
"Kosovo",2020-03-10,0,0,0,0
"Burma",2020-03-10,0,0,0,0
"MS Zaandam",2020-03-10,0,0,0,0
"Botswana",2020-03-10,0,0,0,0
"Burundi",2020-03-10,0,0,0,0
"Sierra Leone",2020-03-10,0,0,0,0
"Malawi",2020-03-10,0,0,0,0
"South Sudan",2020-03-10,0,0,0,0
"Western Sahara",2020-03-10,0,0,0,0
"Sao Tome and Principe",2020-03-10,0,0,0,0
"Yemen",2020-03-10,0,0,0,0
"Afghanistan",2020-03-11,7,2,0,0
"Albania",2020-03-11,12,2,1,1
"Algeria",2020-03-11,20,0,0,0
"Andorra",2020-03-11,1,0,0,0
"Angola",2020-03-11,0,0,0,0
"Antigua and Barbuda",2020-03-11,0,0,0,0
"Argentina",2020-03-11,19,2,1,0
"Armenia",2020-03-11,1,0,0,0
"Austria",2020-03-11,246,64,0,0
"Azerbaijan",2020-03-11,11,0,0,0
"Bahamas",2020-03-11,0,0,0,0
"Bahrain",2020-03-11,195,85,0,0
"Bangladesh",2020-03-11,3,0,0,0
"Barbados",2020-03-11,0,0,0,0
"Belarus",2020-03-11,9,0,0,0
"Belgium",2020-03-11,314,47,3,3
"Benin",2020-03-11,0,0,0,0
"Bhutan",2020-03-11,1,0,0,0
"Bolivia",2020-03-11,2,2,0,0
"Bosnia and Herzegovina",2020-03-11,7,2,0,0
"Brazil",2020-03-11,38,7,0,0
"Brunei",2020-03-11,11,10,0,0
"Bulgaria",2020-03-11,7,3,1,1
"Burkina Faso",2020-03-11,2,1,0,0
"Cabo Verde",2020-03-11,0,0,0,0
"Cambodia",2020-03-11,3,1,0,0
"Cameroon",2020-03-11,2,0,0,0
"Central African Republic",2020-03-11,0,0,0,0
"Chad",2020-03-11,0,0,0,0
"Chile",2020-03-11,23,10,0,0
"Colombia",2020-03-11,9,6,0,0
"Congo (Brazzaville)",2020-03-11,0,0,0,0
"Congo (Kinshasa)",2020-03-11,1,1,0,0
"Costa Rica",2020-03-11,13,4,0,0
"Cote d'Ivoire",2020-03-11,1,1,0,0
"Croatia",2020-03-11,19,5,0,0
"Diamond Princess",2020-03-11,706,0,7,1
"Cuba",2020-03-11,0,0,0,0
"Cyprus",2020-03-11,6,3,0,0
"Czechia",2020-03-11,91,50,0,0
"Denmark",2020-03-11,442,180,0,0
"Djibouti",2020-03-11,0,0,0,0
"Dominican Republic",2020-03-11,5,0,0,0
"Ecuador",2020-03-11,17,2,0,0
"Egypt",2020-03-11,60,1,1,0
"El Salvador",2020-03-11,0,0,0,0
"Equatorial Guinea",2020-03-11,0,0,0,0
"Eritrea",2020-03-11,0,0,0,0
"Estonia",2020-03-11,16,4,0,0
"Eswatini",2020-03-11,0,0,0,0
"Ethiopia",2020-03-11,0,0,0,0
"Fiji",2020-03-11,0,0,0,0
"Finland",2020-03-11,59,19,0,0
"France",2020-03-11,2281,497,48,15
"Gabon",2020-03-11,0,0,0,0
"Gambia",2020-03-11,0,0,0,0
"Georgia",2020-03-11,24,9,0,0
"Germany",2020-03-11,1908,451,3,1
"Ghana",2020-03-11,0,0,0,0
"Greece",2020-03-11,99,10,1,1
"Guatemala",2020-03-11,0,0,0,0
"Guinea",2020-03-11,0,0,0,0
"Guyana",2020-03-11,0,0,0,0
"Haiti",2020-03-11,0,0,0,0
"Holy See",2020-03-11,1,0,0,0
"Honduras",2020-03-11,2,2,0,0
"Hungary",2020-03-11,13,4,0,0
"Iceland",2020-03-11,85,16,0,0
"India",2020-03-11,62,6,1,1
"Indonesia",2020-03-11,34,7,1,1
"Iran",2020-03-11,9000,958,354,63
"Iraq",2020-03-11,71,0,7,0
"Ireland",2020-03-11,43,9,1,1
"Israel",2020-03-11,79,4,0,0
"Italy",2020-03-11,12462,2313,827,196
"Jamaica",2020-03-11,1,1,0,0
"Japan",2020-03-11,639,58,15,5
"Jordan",2020-03-11,1,0,0,0
"Kazakhstan",2020-03-11,0,0,0,0
"Kenya",2020-03-11,0,0,0,0
"Korea, South",2020-03-11,7755,242,60,6
"Kuwait",2020-03-11,72,3,0,0
"Kyrgyzstan",2020-03-11,0,0,0,0
"Latvia",2020-03-11,10,2,0,0
"Lebanon",2020-03-11,61,20,3,2
"Liberia",2020-03-11,0,0,0,0
"Liechtenstein",2020-03-11,1,0,0,0
"Lithuania",2020-03-11,3,2,0,0
"Luxembourg",2020-03-11,7,2,0,0
"Madagascar",2020-03-11,0,0,0,0
"Malaysia",2020-03-11,149,20,0,0
"Maldives",2020-03-11,8,2,0,0
"Malta",2020-03-11,6,1,0,0
"Mauritania",2020-03-11,0,0,0,0
"Mauritius",2020-03-11,0,0,0,0
"Mexico",2020-03-11,8,1,0,0
"Moldova",2020-03-11,3,0,0,0
"Monaco",2020-03-11,1,0,0,0
"Mongolia",2020-03-11,1,0,0,0
"Montenegro",2020-03-11,0,0,0,0
"Morocco",2020-03-11,5,2,1,0
"Namibia",2020-03-11,0,0,0,0
"Nepal",2020-03-11,1,0,0,0
"Netherlands",2020-03-11,503,121,5,1
"New Zealand",2020-03-11,5,0,0,0
"Nicaragua",2020-03-11,0,0,0,0
"Niger",2020-03-11,0,0,0,0
"Nigeria",2020-03-11,2,0,0,0
"North Macedonia",2020-03-11,7,0,0,0
"Norway",2020-03-11,598,198,0,0
"Oman",2020-03-11,18,0,0,0
"Pakistan",2020-03-11,19,3,0,0
"Panama",2020-03-11,8,7,1,1
"Papua New Guinea",2020-03-11,0,0,0,0
"Paraguay",2020-03-11,5,4,0,0
"Peru",2020-03-11,11,0,0,0
"Philippines",2020-03-11,49,16,1,0
"Poland",2020-03-11,31,9,0,0
"Portugal",2020-03-11,59,18,0,0
"Qatar",2020-03-11,262,238,0,0
"Romania",2020-03-11,45,20,0,0
"Russia",2020-03-11,20,0,0,0
"Rwanda",2020-03-11,0,0,0,0
"Saint Lucia",2020-03-11,0,0,0,0
"Saint Vincent and the Grenadines",2020-03-11,0,0,0,0
"San Marino",2020-03-11,62,11,2,0
"Saudi Arabia",2020-03-11,21,1,0,0
"Senegal",2020-03-11,4,0,0,0
"Serbia",2020-03-11,12,7,0,0
"Seychelles",2020-03-11,0,0,0,0
"Singapore",2020-03-11,178,18,0,0
"Slovakia",2020-03-11,10,3,0,0
"Slovenia",2020-03-11,57,26,0,0
"Somalia",2020-03-11,0,0,0,0
"South Africa",2020-03-11,13,6,0,0
"Spain",2020-03-11,2277,582,54,19
"Sri Lanka",2020-03-11,2,1,0,0
"Sudan",2020-03-11,0,0,0,0
"Suriname",2020-03-11,0,0,0,0
"Sweden",2020-03-11,500,145,1,1
"Switzerland",2020-03-11,652,161,4,1
"Taiwan*",2020-03-11,48,1,1,0
"Tanzania",2020-03-11,0,0,0,0
"Thailand",2020-03-11,59,6,1,0
"Togo",2020-03-11,1,0,0,0
"Trinidad and Tobago",2020-03-11,0,0,0,0
"Tunisia",2020-03-11,7,2,0,0
"Turkey",2020-03-11,1,1,0,0
"Uganda",2020-03-11,0,0,0,0
"Ukraine",2020-03-11,1,0,0,0
"United Arab Emirates",2020-03-11,74,0,0,0
"United Kingdom",2020-03-11,456,74,8,2
"Uruguay",2020-03-11,0,0,0,0
"US",2020-03-11,1281,322,36,8
"Uzbekistan",2020-03-11,0,0,0,0
"Venezuela",2020-03-11,0,0,0,0
"Vietnam",2020-03-11,38,7,0,0
"Zambia",2020-03-11,0,0,0,0
"Zimbabwe",2020-03-11,0,0,0,0
"Dominica",2020-03-11,0,0,0,0
"Grenada",2020-03-11,0,0,0,0
"Mozambique",2020-03-11,0,0,0,0
"Syria",2020-03-11,0,0,0,0
"Timor-Leste",2020-03-11,0,0,0,0
"Belize",2020-03-11,0,0,0,0
"Laos",2020-03-11,0,0,0,0
"Libya",2020-03-11,0,0,0,0
"West Bank and Gaza",2020-03-11,30,4,0,0
"Guinea-Bissau",2020-03-11,0,0,0,0
"Mali",2020-03-11,0,0,0,0
"Saint Kitts and Nevis",2020-03-11,0,0,0,0
"Kosovo",2020-03-11,0,0,0,0
"Burma",2020-03-11,0,0,0,0
"MS Zaandam",2020-03-11,0,0,0,0
"Botswana",2020-03-11,0,0,0,0
"Burundi",2020-03-11,0,0,0,0
"Sierra Leone",2020-03-11,0,0,0,0
"Malawi",2020-03-11,0,0,0,0
"South Sudan",2020-03-11,0,0,0,0
"Western Sahara",2020-03-11,0,0,0,0
"Sao Tome and Principe",2020-03-11,0,0,0,0
"Yemen",2020-03-11,0,0,0,0
"Afghanistan",2020-03-12,7,0,0,0
"Albania",2020-03-12,23,11,1,0
"Algeria",2020-03-12,24,4,1,1
"Andorra",2020-03-12,1,0,0,0
"Angola",2020-03-12,0,0,0,0
"Antigua and Barbuda",2020-03-12,0,0,0,0
"Argentina",2020-03-12,19,0,1,0
"Armenia",2020-03-12,4,3,0,0
"Austria",2020-03-12,302,56,1,1
"Azerbaijan",2020-03-12,11,0,0,0
"Bahamas",2020-03-12,0,0,0,0
"Bahrain",2020-03-12,195,0,0,0
"Bangladesh",2020-03-12,3,0,0,0
"Barbados",2020-03-12,0,0,0,0
"Belarus",2020-03-12,12,3,0,0
"Belgium",2020-03-12,314,0,3,0
"Benin",2020-03-12,0,0,0,0
"Bhutan",2020-03-12,1,0,0,0
"Bolivia",2020-03-12,2,0,0,0
"Bosnia and Herzegovina",2020-03-12,11,4,0,0
"Brazil",2020-03-12,52,14,0,0
"Brunei",2020-03-12,11,0,0,0
"Bulgaria",2020-03-12,7,0,1,0
"Burkina Faso",2020-03-12,2,0,0,0
"Cabo Verde",2020-03-12,0,0,0,0
"Cambodia",2020-03-12,3,0,0,0
"Cameroon",2020-03-12,2,0,0,0
"Central African Republic",2020-03-12,0,0,0,0
"Chad",2020-03-12,0,0,0,0
"Chile",2020-03-12,23,0,0,0
"Colombia",2020-03-12,9,0,0,0
"Congo (Brazzaville)",2020-03-12,0,0,0,0
"Congo (Kinshasa)",2020-03-12,1,0,0,0
"Costa Rica",2020-03-12,22,9,0,0
"Cote d'Ivoire",2020-03-12,1,0,0,0
"Croatia",2020-03-12,19,0,0,0
"Diamond Princess",2020-03-12,706,0,7,0
"Cuba",2020-03-12,3,3,0,0
"Cyprus",2020-03-12,6,0,0,0
"Czechia",2020-03-12,94,3,0,0
"Denmark",2020-03-12,615,173,0,0
"Djibouti",2020-03-12,0,0,0,0
"Dominican Republic",2020-03-12,5,0,0,0
"Ecuador",2020-03-12,17,0,0,0
"Egypt",2020-03-12,67,7,1,0
"El Salvador",2020-03-12,0,0,0,0
"Equatorial Guinea",2020-03-12,0,0,0,0
"Eritrea",2020-03-12,0,0,0,0
"Estonia",2020-03-12,16,0,0,0
"Eswatini",2020-03-12,0,0,0,0
"Ethiopia",2020-03-12,0,0,0,0
"Fiji",2020-03-12,0,0,0,0
"Finland",2020-03-12,59,0,0,0
"France",2020-03-12,2281,0,48,0
"Gabon",2020-03-12,0,0,0,0
"Gambia",2020-03-12,0,0,0,0
"Georgia",2020-03-12,24,0,0,0
"Germany",2020-03-12,2078,170,3,0
"Ghana",2020-03-12,0,0,0,0
"Greece",2020-03-12,99,0,1,0
"Guatemala",2020-03-12,0,0,0,0
"Guinea",2020-03-12,0,0,0,0
"Guyana",2020-03-12,1,1,1,1
"Haiti",2020-03-12,0,0,0,0
"Holy See",2020-03-12,1,0,0,0
"Honduras",2020-03-12,2,0,0,0
"Hungary",2020-03-12,13,0,0,0
"Iceland",2020-03-12,103,18,0,0
"India",2020-03-12,73,11,1,0
"Indonesia",2020-03-12,34,0,1,0
"Iran",2020-03-12,10075,1075,429,75
"Iraq",2020-03-12,71,0,8,1
"Ireland",2020-03-12,43,0,1,0
"Israel",2020-03-12,100,21,0,0
"Italy",2020-03-12,12462,0,827,0
"Jamaica",2020-03-12,2,1,0,0
"Japan",2020-03-12,639,0,16,1
"Jordan",2020-03-12,1,0,0,0
"Kazakhstan",2020-03-12,0,0,0,0
"Kenya",2020-03-12,0,0,0,0
"Korea, South",2020-03-12,7869,114,66,6
"Kuwait",2020-03-12,80,8,0,0
"Kyrgyzstan",2020-03-12,0,0,0,0
"Latvia",2020-03-12,10,0,0,0
"Lebanon",2020-03-12,61,0,3,0
"Liberia",2020-03-12,0,0,0,0
"Liechtenstein",2020-03-12,1,0,0,0
"Lithuania",2020-03-12,3,0,0,0
"Luxembourg",2020-03-12,19,12,0,0
"Madagascar",2020-03-12,0,0,0,0
"Malaysia",2020-03-12,149,0,0,0
"Maldives",2020-03-12,8,0,0,0
"Malta",2020-03-12,6,0,0,0
"Mauritania",2020-03-12,0,0,0,0
"Mauritius",2020-03-12,0,0,0,0
"Mexico",2020-03-12,12,4,0,0
"Moldova",2020-03-12,3,0,0,0
"Monaco",2020-03-12,2,1,0,0
"Mongolia",2020-03-12,1,0,0,0
"Montenegro",2020-03-12,0,0,0,0
"Morocco",2020-03-12,6,1,1,0
"Namibia",2020-03-12,0,0,0,0
"Nepal",2020-03-12,1,0,0,0
"Netherlands",2020-03-12,503,0,5,0
"New Zealand",2020-03-12,5,0,0,0
"Nicaragua",2020-03-12,0,0,0,0
"Niger",2020-03-12,0,0,0,0
"Nigeria",2020-03-12,2,0,0,0
"North Macedonia",2020-03-12,7,0,0,0
"Norway",2020-03-12,702,104,0,0
"Oman",2020-03-12,18,0,0,0
"Pakistan",2020-03-12,20,1,0,0
"Panama",2020-03-12,11,3,1,0
"Papua New Guinea",2020-03-12,0,0,0,0
"Paraguay",2020-03-12,5,0,0,0
"Peru",2020-03-12,15,4,0,0
"Philippines",2020-03-12,52,3,2,1
"Poland",2020-03-12,49,18,1,1
"Portugal",2020-03-12,59,0,0,0
"Qatar",2020-03-12,262,0,0,0
"Romania",2020-03-12,49,4,0,0
"Russia",2020-03-12,28,8,0,0
"Rwanda",2020-03-12,0,0,0,0
"Saint Lucia",2020-03-12,0,0,0,0
"Saint Vincent and the Grenadines",2020-03-12,0,0,0,0
"San Marino",2020-03-12,69,7,3,1
"Saudi Arabia",2020-03-12,45,24,0,0
"Senegal",2020-03-12,4,0,0,0
"Serbia",2020-03-12,19,7,0,0
"Seychelles",2020-03-12,0,0,0,0
"Singapore",2020-03-12,178,0,0,0
"Slovakia",2020-03-12,16,6,0,0
"Slovenia",2020-03-12,89,32,0,0
"Somalia",2020-03-12,0,0,0,0
"South Africa",2020-03-12,17,4,0,0
"Spain",2020-03-12,2277,0,55,1
"Sri Lanka",2020-03-12,2,0,0,0
"Sudan",2020-03-12,0,0,0,0
"Suriname",2020-03-12,0,0,0,0
"Sweden",2020-03-12,599,99,1,0
"Switzerland",2020-03-12,652,0,4,0
"Taiwan*",2020-03-12,49,1,1,0
"Tanzania",2020-03-12,0,0,0,0
"Thailand",2020-03-12,70,11,1,0
"Togo",2020-03-12,1,0,0,0
"Trinidad and Tobago",2020-03-12,0,0,0,0
"Tunisia",2020-03-12,7,0,0,0
"Turkey",2020-03-12,1,0,0,0
"Uganda",2020-03-12,0,0,0,0
"Ukraine",2020-03-12,1,0,0,0
"United Arab Emirates",2020-03-12,85,11,0,0
"United Kingdom",2020-03-12,456,0,8,0
"Uruguay",2020-03-12,0,0,0,0
"US",2020-03-12,1663,382,40,4
"Uzbekistan",2020-03-12,0,0,0,0
"Venezuela",2020-03-12,0,0,0,0
"Vietnam",2020-03-12,39,1,0,0
"Zambia",2020-03-12,0,0,0,0
"Zimbabwe",2020-03-12,0,0,0,0
"Dominica",2020-03-12,0,0,0,0
"Grenada",2020-03-12,0,0,0,0
"Mozambique",2020-03-12,0,0,0,0
"Syria",2020-03-12,0,0,0,0
"Timor-Leste",2020-03-12,0,0,0,0
"Belize",2020-03-12,0,0,0,0
"Laos",2020-03-12,0,0,0,0
"Libya",2020-03-12,0,0,0,0
"West Bank and Gaza",2020-03-12,30,0,0,0
"Guinea-Bissau",2020-03-12,0,0,0,0
"Mali",2020-03-12,0,0,0,0
"Saint Kitts and Nevis",2020-03-12,0,0,0,0
"Kosovo",2020-03-12,0,0,0,0
"Burma",2020-03-12,0,0,0,0
"MS Zaandam",2020-03-12,0,0,0,0
"Botswana",2020-03-12,0,0,0,0
"Burundi",2020-03-12,0,0,0,0
"Sierra Leone",2020-03-12,0,0,0,0
"Malawi",2020-03-12,0,0,0,0
"South Sudan",2020-03-12,0,0,0,0
"Western Sahara",2020-03-12,0,0,0,0
"Sao Tome and Principe",2020-03-12,0,0,0,0
"Yemen",2020-03-12,0,0,0,0
"Afghanistan",2020-03-13,7,0,0,0
"Albania",2020-03-13,33,10,1,0
"Algeria",2020-03-13,26,2,2,1
"Andorra",2020-03-13,1,0,0,0
"Angola",2020-03-13,0,0,0,0
"Antigua and Barbuda",2020-03-13,1,1,0,0
"Argentina",2020-03-13,31,12,2,1
"Armenia",2020-03-13,8,4,0,0
"Austria",2020-03-13,504,202,1,0
"Azerbaijan",2020-03-13,15,4,1,1
"Bahamas",2020-03-13,0,0,0,0
"Bahrain",2020-03-13,195,0,0,0
"Bangladesh",2020-03-13,3,0,0,0
"Barbados",2020-03-13,0,0,0,0
"Belarus",2020-03-13,27,15,0,0
"Belgium",2020-03-13,559,245,3,0
"Benin",2020-03-13,0,0,0,0
"Bhutan",2020-03-13,1,0,0,0
"Bolivia",2020-03-13,3,1,0,0
"Bosnia and Herzegovina",2020-03-13,13,2,0,0
"Brazil",2020-03-13,151,99,0,0
"Brunei",2020-03-13,37,26,0,0
"Bulgaria",2020-03-13,23,16,1,0
"Burkina Faso",2020-03-13,2,0,0,0
"Cabo Verde",2020-03-13,0,0,0,0
"Cambodia",2020-03-13,5,2,0,0
"Cameroon",2020-03-13,2,0,0,0
"Central African Republic",2020-03-13,0,0,0,0
"Chad",2020-03-13,0,0,0,0
"Chile",2020-03-13,43,20,0,0
"Colombia",2020-03-13,13,4,0,0
"Congo (Brazzaville)",2020-03-13,0,0,0,0
"Congo (Kinshasa)",2020-03-13,2,1,0,0
"Costa Rica",2020-03-13,23,1,0,0
"Cote d'Ivoire",2020-03-13,1,0,0,0
"Croatia",2020-03-13,32,13,0,0
"Diamond Princess",2020-03-13,706,0,7,0
"Cuba",2020-03-13,4,1,0,0
"Cyprus",2020-03-13,14,8,0,0
"Czechia",2020-03-13,141,47,0,0
"Denmark",2020-03-13,801,186,0,0
"Djibouti",2020-03-13,0,0,0,0
"Dominican Republic",2020-03-13,5,0,0,0
"Ecuador",2020-03-13,17,0,0,0
"Egypt",2020-03-13,80,13,2,1
"El Salvador",2020-03-13,0,0,0,0
"Equatorial Guinea",2020-03-13,0,0,0,0
"Eritrea",2020-03-13,0,0,0,0
"Estonia",2020-03-13,79,63,0,0
"Eswatini",2020-03-13,0,0,0,0
"Ethiopia",2020-03-13,1,1,0,0
"Fiji",2020-03-13,0,0,0,0
"Finland",2020-03-13,155,96,0,0
"France",2020-03-13,3661,1380,79,31
"Gabon",2020-03-13,0,0,0,0
"Gambia",2020-03-13,0,0,0,0
"Georgia",2020-03-13,25,1,0,0
"Germany",2020-03-13,3675,1597,7,4
"Ghana",2020-03-13,0,0,0,0
"Greece",2020-03-13,190,91,1,0
"Guatemala",2020-03-13,0,0,0,0
"Guinea",2020-03-13,1,1,0,0
"Guyana",2020-03-13,1,0,1,0
"Haiti",2020-03-13,0,0,0,0
"Holy See",2020-03-13,1,0,0,0
"Honduras",2020-03-13,2,0,0,0
"Hungary",2020-03-13,19,6,0,0
"Iceland",2020-03-13,134,31,0,0
"India",2020-03-13,82,9,2,1
"Indonesia",2020-03-13,69,35,4,3
"Iran",2020-03-13,11364,1289,514,85
"Iraq",2020-03-13,101,30,9,1
"Ireland",2020-03-13,90,47,1,0
"Israel",2020-03-13,126,26,0,0
"Italy",2020-03-13,17660,5198,1266,439
"Jamaica",2020-03-13,8,6,0,0
"Japan",2020-03-13,701,62,19,3
"Jordan",2020-03-13,1,0,0,0
"Kazakhstan",2020-03-13,4,4,0,0
"Kenya",2020-03-13,1,1,0,0
"Korea, South",2020-03-13,7979,110,66,0
"Kuwait",2020-03-13,80,0,0,0
"Kyrgyzstan",2020-03-13,0,0,0,0
"Latvia",2020-03-13,17,7,0,0
"Lebanon",2020-03-13,77,16,3,0
"Liberia",2020-03-13,0,0,0,0
"Liechtenstein",2020-03-13,1,0,0,0
"Lithuania",2020-03-13,6,3,0,0
"Luxembourg",2020-03-13,34,15,0,0
"Madagascar",2020-03-13,0,0,0,0
"Malaysia",2020-03-13,197,48,0,0
"Maldives",2020-03-13,9,1,0,0
"Malta",2020-03-13,12,6,0,0
"Mauritania",2020-03-13,0,0,0,0
"Mauritius",2020-03-13,0,0,0,0
"Mexico",2020-03-13,12,0,0,0
"Moldova",2020-03-13,6,3,0,0
"Monaco",2020-03-13,2,0,0,0
"Mongolia",2020-03-13,1,0,0,0
"Montenegro",2020-03-13,0,0,0,0
"Morocco",2020-03-13,7,1,1,0
"Namibia",2020-03-13,0,0,0,0
"Nepal",2020-03-13,1,0,0,0
"Netherlands",2020-03-13,804,301,10,5
"New Zealand",2020-03-13,5,0,0,0
"Nicaragua",2020-03-13,0,0,0,0
"Niger",2020-03-13,0,0,0,0
"Nigeria",2020-03-13,2,0,0,0
"North Macedonia",2020-03-13,14,7,0,0
"Norway",2020-03-13,996,294,0,0
"Oman",2020-03-13,19,1,0,0
"Pakistan",2020-03-13,28,8,0,0
"Panama",2020-03-13,27,16,1,0
"Papua New Guinea",2020-03-13,0,0,0,0
"Paraguay",2020-03-13,6,1,0,0
"Peru",2020-03-13,28,13,0,0
"Philippines",2020-03-13,64,12,5,3
"Poland",2020-03-13,68,19,2,1
"Portugal",2020-03-13,112,53,0,0
"Qatar",2020-03-13,320,58,0,0
"Romania",2020-03-13,89,40,0,0
"Russia",2020-03-13,45,17,0,0
"Rwanda",2020-03-13,0,0,0,0
"Saint Lucia",2020-03-13,0,0,0,0
"Saint Vincent and the Grenadines",2020-03-13,0,0,0,0
"San Marino",2020-03-13,80,11,5,2
"Saudi Arabia",2020-03-13,86,41,0,0
"Senegal",2020-03-13,10,6,0,0
"Serbia",2020-03-13,35,16,0,0
"Seychelles",2020-03-13,0,0,0,0
"Singapore",2020-03-13,200,22,0,0
"Slovakia",2020-03-13,32,16,0,0
"Slovenia",2020-03-13,141,52,0,0
"Somalia",2020-03-13,0,0,0,0
"South Africa",2020-03-13,24,7,0,0
"Spain",2020-03-13,5232,2955,133,78
"Sri Lanka",2020-03-13,6,4,0,0
"Sudan",2020-03-13,1,1,1,1
"Suriname",2020-03-13,0,0,0,0
"Sweden",2020-03-13,814,215,1,0
"Switzerland",2020-03-13,1139,487,11,7
"Taiwan*",2020-03-13,50,1,1,0
"Tanzania",2020-03-13,0,0,0,0
"Thailand",2020-03-13,75,5,1,0
"Togo",2020-03-13,1,0,0,0
"Trinidad and Tobago",2020-03-13,0,0,0,0
"Tunisia",2020-03-13,16,9,0,0
"Turkey",2020-03-13,5,4,0,0
"Uganda",2020-03-13,0,0,0,0
"Ukraine",2020-03-13,3,2,1,1
"United Arab Emirates",2020-03-13,85,0,0,0
"United Kingdom",2020-03-13,798,342,8,0
"Uruguay",2020-03-13,0,0,0,0
"US",2020-03-13,2179,516,47,7
"Uzbekistan",2020-03-13,0,0,0,0
"Venezuela",2020-03-13,0,0,0,0
"Vietnam",2020-03-13,47,8,0,0
"Zambia",2020-03-13,0,0,0,0
"Zimbabwe",2020-03-13,0,0,0,0
"Dominica",2020-03-13,0,0,0,0
"Grenada",2020-03-13,0,0,0,0
"Mozambique",2020-03-13,0,0,0,0
"Syria",2020-03-13,0,0,0,0
"Timor-Leste",2020-03-13,0,0,0,0
"Belize",2020-03-13,0,0,0,0
"Laos",2020-03-13,0,0,0,0
"Libya",2020-03-13,0,0,0,0
"West Bank and Gaza",2020-03-13,31,1,0,0
"Guinea-Bissau",2020-03-13,0,0,0,0
"Mali",2020-03-13,0,0,0,0
"Saint Kitts and Nevis",2020-03-13,0,0,0,0
"Kosovo",2020-03-13,0,0,0,0
"Burma",2020-03-13,0,0,0,0
"MS Zaandam",2020-03-13,0,0,0,0
"Botswana",2020-03-13,0,0,0,0
"Burundi",2020-03-13,0,0,0,0
"Sierra Leone",2020-03-13,0,0,0,0
"Malawi",2020-03-13,0,0,0,0
"South Sudan",2020-03-13,0,0,0,0
"Western Sahara",2020-03-13,0,0,0,0
"Sao Tome and Principe",2020-03-13,0,0,0,0
"Yemen",2020-03-13,0,0,0,0
"Afghanistan",2020-03-14,11,4,0,0
"Albania",2020-03-14,38,5,1,0
"Algeria",2020-03-14,37,11,3,1
"Andorra",2020-03-14,1,0,0,0
"Angola",2020-03-14,0,0,0,0
"Antigua and Barbuda",2020-03-14,1,0,0,0
"Argentina",2020-03-14,34,3,2,0
"Armenia",2020-03-14,18,10,0,0
"Austria",2020-03-14,655,151,1,0
"Azerbaijan",2020-03-14,15,0,1,0
"Bahamas",2020-03-14,0,0,0,0
"Bahrain",2020-03-14,210,15,0,0
"Bangladesh",2020-03-14,3,0,0,0
"Barbados",2020-03-14,0,0,0,0
"Belarus",2020-03-14,27,0,0,0
"Belgium",2020-03-14,689,130,4,1
"Benin",2020-03-14,0,0,0,0
"Bhutan",2020-03-14,1,0,0,0
"Bolivia",2020-03-14,10,7,0,0
"Bosnia and Herzegovina",2020-03-14,18,5,0,0
"Brazil",2020-03-14,151,0,0,0
"Brunei",2020-03-14,40,3,0,0
"Bulgaria",2020-03-14,41,18,2,1
"Burkina Faso",2020-03-14,2,0,0,0
"Cabo Verde",2020-03-14,0,0,0,0
"Cambodia",2020-03-14,7,2,0,0
"Cameroon",2020-03-14,2,0,0,0
"Central African Republic",2020-03-14,0,0,0,0
"Chad",2020-03-14,0,0,0,0
"Chile",2020-03-14,61,18,0,0
"Colombia",2020-03-14,22,9,0,0
"Congo (Brazzaville)",2020-03-14,0,0,0,0
"Congo (Kinshasa)",2020-03-14,2,0,0,0
"Costa Rica",2020-03-14,26,3,0,0
"Cote d'Ivoire",2020-03-14,1,0,0,0
"Croatia",2020-03-14,38,6,0,0
"Diamond Princess",2020-03-14,706,0,7,0
"Cuba",2020-03-14,4,0,0,0
"Cyprus",2020-03-14,26,12,0,0
"Czechia",2020-03-14,189,48,0,0
"Denmark",2020-03-14,827,26,1,1
"Djibouti",2020-03-14,0,0,0,0
"Dominican Republic",2020-03-14,11,6,0,0
"Ecuador",2020-03-14,28,11,2,2
"Egypt",2020-03-14,109,29,2,0
"El Salvador",2020-03-14,0,0,0,0
"Equatorial Guinea",2020-03-14,0,0,0,0
"Eritrea",2020-03-14,0,0,0,0
"Estonia",2020-03-14,115,36,0,0
"Eswatini",2020-03-14,1,1,0,0
